EventID,Field,Value,Hexadecimal,Translation,Notes
,,"8bb46a46-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Default-Logon-Domain",
,,"a8df73bd-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Default-Message-Format",
,,"9aac04bb-af17-43bc-b241-a004b0b2cdaf",,"ms-Exch-Default-Public-Folder-Mailbox",
,,"65e31d01-02c9-4c2e-bd7b-2da34a28af21",,"ms-Exch-Default-Public-MDB",
,,"ad1c8d30-f6fd-4ae0-9b97-8ae01661980a",,"ms-Exch-Default-Public-MDB-BL",
,,"69edb89a-cd95-404f-ba30-5b8dd73507f6",,"ms-Exch-Delegate-List-BL",
,,"279534d8-bf09-447e-bb7b-097fbad043fc",,"ms-Exch-Delegate-List-Link",
,,"a8df73be-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Delegate-User",
,,"167757c7-47f3-11d1-a9c3-0000f80367c1",,"ms-Exch-Deleted-Item-Flags",
,,"3a674751-dddf-475e-b11d-17f3de827b1b",,"ms-Exch-Deletion-Period",
,,"bf96794a-0de6-11d0-a285-00aa003049e2",,"ms-Exch-Deliv-Cont-Length",
,,"bf96794b-0de6-11d0-a285-00aa003049e2",,"ms-Exch-Deliv-EITs",
,,"bf96794c-0de6-11d0-a285-00aa003049e2",,"ms-Exch-Deliv-Ext-Cont-Types",
,,"bf96794d-0de6-11d0-a285-00aa003049e2",,"ms-Exch-Deliver-And-Redirect",
,,"5b57eaf0-7aed-426c-8696-506d1604b617",,"ms-Exch-Delivery-Agent-Connector",
,,"bf96794e-0de6-11d0-a285-00aa003049e2",,"ms-Exch-Delivery-Mechanism",
,,"9d41e26c-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Delivery-Order",
,,"d1ce606b-f1f7-4ad7-92c2-418558929214",,"ms-Exch-Delta-Sync-Client-Certificate-Thumbprint",
,,"54933f08-f360-45e6-8732-d16e84622af7",,"ms-Exch-Department",
,,"9d60e0fe-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Dereference-Aliases",
,,"9d8241ea-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Dest-BH-Address",
,,"9d9ede22-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Destination-RG-DN",
,,"f6e4801f-dc3e-4e25-8c56-b1d8697fec63",,"ms-Exch-Device-Access-Control-Rule-BL",
,,"6ddfc047-6345-4eb6-bb47-890d796f61da",,"ms-Exch-Device-Access-Control-Rule-Link",
,,"a0a10355-963d-456f-b797-61607c1cd865",,"ms-Exch-Device-Access-Rule",
,,"7405f114-6f98-4cdc-8a0e-369b8051963b",,"ms-Exch-Device-Access-Rule-Characteristic",
,,"4cadae1a-a3b0-4ce5-b3a3-184957e4492f",,"ms-Exch-Device-Access-Rule-Query-String",
,,"d46f4784-e603-4b12-a561-88e721dc7d1a",,"ms-Exch-Device-Access-State",
,,"89d569ba-70a1-4cdd-8ba7-831cd6e1b278",,"ms-Exch-Device-Access-State-Reason",
,,"96d07780-5a5b-40f5-a80c-5171690b5780",,"ms-Exch-Device-Client-Type",
,,"3c53460d-92ac-4063-94f0-f578195d4cad",,"ms-Exch-Device-EAS-Version",
,,"a5d32a6f-a9e9-411e-93d3-105c402b7557",,"ms-Exch-Device-Friendly-Name",
,,"deed6359-6539-4955-aa33-82e1faee7ece",,"ms-Exch-Device-Health",
,,"4ca67e21-e958-401a-b304-14e0f33d047e",,"ms-Exch-Device-ID",
,,"a6b8317c-21d2-42e8-88c1-2a46b70d78ec",,"ms-Exch-Device-IMEI",
,,"9d5adead-0984-4a95-81e3-bfc8f2fa1645",,"ms-Exch-Device-Mobile-Operator",
,,"05c93363-f254-4d9f-845c-0dd52e013645",,"ms-Exch-Device-Model",
,,"47b66e0d-1288-4c01-a1e7-5a1b8e3a0282",,"ms-Exch-Device-OS",
,,"8893505e-0ca6-4a7c-ae52-48b5a91d9d5f",,"ms-Exch-Device-OS-Language",
,,"2ba7113f-2828-4293-a228-6ccceea45c41",,"ms-Exch-Device-Telephone-Number",
,,"a15cf6fe-bb03-4acf-bdc7-edcd4a37332f",,"ms-Exch-Device-Type",
,,"786bb928-ff91-47a5-a5e5-ac34d9243506",,"ms-Exch-Device-User-Agent",
,,"bf967952-0de6-11d0-a285-00aa003049e2",,"ms-Exch-Diagnostic-Reg-Key",
,,"8c221672-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Dir-Browse-Flags",
,,"31a1843c-63c7-4974-b6d2-ac530d1ff56e",,"ms-Exch-Dir-Sync-Service-Instance",
,,"fd6e34f4-d536-47a4-8302-8e02419a0306",,"ms-Exch-Dirsync-Authority-Metadata",
,,"9dbddcb4-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Dirsync-Filters",
,,"8810a65e-9495-409c-b864-7505ad9a045a",,"ms-Exch-Dirsync-ID",
,,"0c15e6a9-6c43-4a36-a8e9-1562b8a2e3e5",,"ms-Exch-Dirsync-Id-Source-Attribute",
,,"8e11ff92-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Dirsync-Schedule",
,,"8b2b6f29-50ed-4c99-89a0-df43e64fcf55",,"ms-Exch-Dirsync-Source-Object-Class",
,,"4e79fff0-827e-4907-8413-a7a6f7ffdcdd",,"ms-Exch-Dirsync-Status",
,,"f8b7d1d2-842b-4d5a-9cbc-3813fe0c4094",,"ms-Exch-Dirsync-Status-Ack",
,,"8e2e9bca-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Dirsync-Style",
,,"372d6cde-38c7-47b6-a3da-be4648124ec0",,"ms-Exch-Disable-UDG-Conversion",
,,"db1224b0-efdb-4b72-a90a-5df837a0a935",,"ms-Exch-Disabled-Archive-Database-Link",
,,"f3d6d608-d9c1-4485-87eb-b9bd481fde0a",,"ms-Exch-Disabled-Archive-Database-Link-SL",
,,"14d1565d-80fe-4fe4-a447-21ecaec57a3a",,"ms-Exch-Disabled-Archive-GUID",
,,"a8df73c0-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Disabled-Gateway-Proxy",
,,"baf252d0-045d-476d-9e42-fb963f2dc408",,"ms-Exch-Discretionary-Critical",
,,"07076ada-1456-486b-b12f-5accab6fc2bf",,"ms-Exch-Discretionary-Overloaded",
,,"51e36b44-e4eb-463b-8456-2a7ac6732c0c",,"ms-Exch-Discretionary-Underloaded",
,,"3df30250-38a7-11d3-aa6e-00c04f8eedd8",,"ms-Exch-Discussion-Folder",
,,"0e72ca8a-d199-46a3-b25f-613e816d7d94",,"ms-Exch-Distribution-Group-Default-OU",
,,"7f22178b-7ee3-4f8a-8cd2-8a232b15f685",,"ms-Exch-Distribution-Group-Name-Blocked-Words-List",
,,"7d0d8cee-d209-42df-bd57-51d55caab52f",,"ms-Exch-Distribution-Group-Naming-Policy",
,,"8343390a-7790-472b-850d-cce04743e2e9",,"ms-Exch-Distribution-List-Count-Quota",
,,"c8867b81-3b02-4cfa-a9d6-6eebd697d760",,"ms-Exch-Distribution-List-OU",
,,"9e1ad86a-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Do-Full-Replication",
,,"a8df73c7-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Do-OAB-Version",
,,"ab3a1ad1-1df5-11d3-aa5e-00c04f8eedd8",,"ms-Exch-Domain-Content-Config",
,,"6491cf09-4d5a-465f-a7d9-bb6524fe0698",,"ms-Exch-Domain-Content-Config-Flags",
,,"167757bb-47f3-11d1-a9c3-0000f80367c1",,"ms-Exch-Domain-Def-Alt-Recip",
,,"0d5aaba3-b593-4256-88dc-a0db2d2ffeec",,"ms-Exch-Domain-Global-Group-Guid",
,,"d059b789-3e9e-4b8f-befe-db62bb580885",,"ms-Exch-Domain-Global-Group-Sid",
,,"8ac39cc4-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Domain-Link",
,,"3bf8ffc0-6492-4af4-b2bf-4f9fdb423425",,"ms-Exch-Domain-Local-Group-Guid",
,,"d27eb1e5-a06c-4151-b789-59eabba8edca",,"ms-Exch-Domain-Local-Group-Sid",
,,"a8df73c8-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Domain-Name",
,,"e4cb2ad2-5d69-412d-ba88-7e4d0738192c",,"ms-Exch-Domain-Restriction-BL",
,,"44c0754e-15de-4d58-8c2c-1e8e6164c8a5",,"ms-Exch-Domain-Restriction-Link",
,,"9e39d6fc-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-DownGrade-Multipart-Signed",
,,"bd919c7c-2d79-4950-bc9c-e16fd99285e8",,"ms-Exch-Download-OAB",
,,"ac98455b-498d-40cb-ab33-ec63ea9030f2",,"ms-Exch-Dumpster-Quota",
,,"bbb80575-c58e-4c4c-b6b4-cfeebdb0d495",,"ms-Exch-Dumpster-Warning-Quota",
,,"763d0ef9-bd92-41f9-ab34-7e329db76ee3",,"ms-Exch-Dynamic-DL-BaseDN",
,,"e1b6d32c-6bac-48da-a313-2b58ae1c45ce",,"ms-Exch-Dynamic-DL-Filter",
,,"018849b0-a981-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Dynamic-Distribution-List",
,,"bf703dd0-d2c4-4ff7-a260-b83e9522012f",,"ms-Exch-EAS-Throttling-Policy-State",
,,"539989a7-1ee1-416c-970c-994698bff400",,"ms-Exch-EAS-Throttling-Policy-State-Ex",
,,"9880b0a7-2d9b-49cc-8d59-3ca836518632",,"ms-Exch-ECP-Virtual-Directory",
,,"9e58d58e-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-EDB-File",
,,"9e7a367a-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-EDB-Offline",
,,"08c2246f-fe2e-432f-b464-4d1c8113bcc2",,"ms-Exch-ELC-Admin-Description-Localized",
,,"4adad576-f27c-4754-b5db-d2becebabead",,"ms-Exch-ELC-Audit-Log-Directory-Size-Limit",
,,"29deccd9-2fa9-4f30-abc1-874f8f44f925",,"ms-Exch-ELC-Audit-Log-File-Age-Limit",
,,"bd345bf8-aee7-4851-93a9-970607c15632",,"ms-Exch-ELC-Audit-Log-File-Size-Limit",
,,"d4b87ae0-f107-4a57-a303-efb5c49bf83d",,"ms-Exch-ELC-Audit-Log-Path",
,,"52a4cbfc-5808-43d4-94f7-de19104fe215",,"ms-Exch-ELC-Auto-Copy-Address-Link",
,,"bc3d75ac-f92d-40cd-a223-37b43b4232b8",,"ms-Exch-ELC-Content-Settings",
,,"97bce56b-c573-4850-82a2-e21e20641532",,"ms-Exch-ELC-Expiry-Action",
,,"ff0ef8ef-cc6b-42ba-90d3-d37e58b3311d",,"ms-Exch-ELC-Expiry-Age-Limit",
,,"62221a15-cbaf-4ebb-9b9c-74f59e1da8a9",,"ms-Exch-ELC-Expiry-Destination-Link",
,,"34101173-1670-48a5-9928-648dddbb7000",,"ms-Exch-ELC-Expiry-Suspension-End",
,,"3bd0b7b0-ee14-4b4f-bc04-fbb2e441c226",,"ms-Exch-ELC-Expiry-Suspension-Start",
,,"2aa7c06e-1666-4cab-aa0b-2c7221f91051",,"ms-Exch-ELC-Flags",
,,"fdb7ddb7-8d54-4fa8-9728-33da6c89bfe4",,"ms-Exch-ELC-Folder",
,,"248ba72b-8e16-4efb-9127-e307e6e875ac",,"ms-Exch-ELC-Folder-BL",
,,"7111e513-9e92-4171-9174-4f866c2d7369",,"ms-Exch-ELC-Folder-Link",
,,"6f859570-db5c-4563-8842-ddd84dd5de23",,"ms-Exch-ELC-Folder-Name",
,,"176d1e13-4e1e-405c-94c7-294ed2b737e6",,"ms-Exch-ELC-Folder-Name-Localized",
,,"d104e7e1-52f3-4618-8e8c-8ddc911a31d5",,"ms-Exch-ELC-Folder-Quota",
,,"0316e35a-2393-4410-b6fe-9abd7041482a",,"ms-Exch-ELC-Folder-Type",
,,"98a01a24-2fd8-4e38-a418-6b1498c0501c",,"ms-Exch-ELC-Label",
,,"3f8950e3-db72-40e3-8ae8-3107fa5e6eed",,"ms-Exch-ELC-Mailbox-Flags",
,,"3d48cc67-2f1d-40b0-8bba-9794d4efe146",,"ms-Exch-ELC-Message-Class",
,,"f57e74a8-0866-418d-8340-239fcefd83d9",,"ms-Exch-ELC-Organizational-Root-URL",
,,"4c41dc66-8c6b-4da0-b482-5349af59d962",,"ms-Exch-ELC-Schedule",
,,"8db0795c-df3a-4aca-a97d-100162998dfa",,"ms-Exch-EPI-Impersonation",
,,"bc39105d-9baa-477c-a34a-997cc25e3d60",,"ms-Exch-EPI-May-Impersonate",
,,"06386f89-befb-4e48-baa1-559fd9221f78",,"ms-Exch-EPI-Token-Serialization",
,,"2d09783d-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-ESE-Param-Assert-Action",
,,"be97c4fc-311f-448c-820a-38339b254873",,"ms-Exch-ESE-Param-Background-Database-Maintenance",
,,"83744365-5db8-40e7-a25d-1b45df31e27e",,"ms-Exch-ESE-Param-Background-Database-Maintenance-Delay",
,,"09871b25-7ae2-4fae-971a-063467e2157e",,"ms-Exch-ESE-Param-Background-Database-Maintenance-Interval-Max",
,,"89ae6bb0-208d-475f-86bf-be6a43b4e573",,"ms-Exch-ESE-Param-Background-Database-Maintenance-Interval-Min",
,,"5caaffb3-fe60-4e20-8278-77a192522cd3",,"ms-Exch-ESE-Param-Background-Database-Maintenance-Serialization",
,,"2d097845-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-ESE-Param-Base-Name",
,,"859eb1aa-ad13-41e2-8705-a1cb0eb3c4aa",,"ms-Exch-ESE-Param-Cache-Priority",
,,"9eb8339e-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Cache-Size",
,,"9ed73230-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Cache-Size-Max",
,,"2d097841-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-ESE-Param-Cache-Size-Min",
,,"d19c67f8-a0eb-432a-bedd-af10cd7da25c",,"ms-Exch-ESE-Param-Cached-Closed-Tables",
,,"2d09785a-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-ESE-Param-Checkpoint-Depth-Max",
,,"9ef8931c-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Circular-Log",
,,"2d097849-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-ESE-Param-Commit-Default",
,,"b8cb4a11-6962-4c27-8239-2f3228bcbb0b",,"ms-Exch-ESE-Param-Copy-Log-File-Path",
,,"29d6828a-1bdc-4b07-9de8-5252fdffcd98",,"ms-Exch-ESE-Param-Copy-System-Path",
,,"2d09784d-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-ESE-Param-Db-Extension-Size",
,,"2d097838-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-ESE-Param-Enable-Index-Checking",
,,"2d097833-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-ESE-Param-Enable-Online-Defrag",
,,"2d097828-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-ESE-Param-Enable-Sorted-Retrieve-Columns",
,,"9f19f408-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Event-Source",
,,"02e831da-2f29-11d3-aa6c-00c04f8eedd8",,"ms-Exch-ESE-Param-Global-Min-Ver-Pages",
,,"a187fbbc-03b6-4674-8d17-bcf322ea7db4",,"ms-Exch-ESE-Param-Hung-IO-Action",
,,"9be12d5e-41d2-420b-b717-6f0952dd1a2c",,"ms-Exch-ESE-Param-Hung-IO-Threshold",
,,"9f38f29a-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Log-Buffers",
,,"9f5a5386-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Log-Checkpoint-Period",
,,"9f795218-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Log-File-Path",
,,"9f9ab304-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Log-File-Size",
,,"9fbe764a-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Log-Waiting-User-Max",
,,"2d097830-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-ESE-Param-Max-Cursors",
,,"9fdfd736-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Max-Open-Tables",
,,"9ffed5c8-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Max-Sessions",
,,"2d09782c-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-ESE-Param-Max-Temporary-Tables",
,,"a02036b4-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Max-Ver-Pages",
,,"2d097855-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-ESE-Param-Page-Fragment",
,,"2d097851-2b54-11d3-aa6b-00c04f8eedd8",,"ms-Exch-ESE-Param-Page-Temp-DB-Min",
,,"711125ae-f88b-4305-9b3d-b16de278b607",,"ms-Exch-ESE-Param-Pre-Read-IO-Max",
,,"a04197a0-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Preferred-Max-Open-Tables",
,,"a062f88c-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Preferred-Ver-Pages",
,,"a983d737-96cb-44f7-9055-7c43c01f6c5f",,"ms-Exch-ESE-Param-Replay-Background-Database-Maintenance",
,,"4d7ea1cd-43a0-4255-9bb0-12f17be23ffb",,"ms-Exch-ESE-Param-Replay-Background-Database-Maintenance-Delay",
,,"88bcfa94-12e0-4cef-ad45-7509d58265dd",,"ms-Exch-ESE-Param-Replay-Cache-Priority",
,,"464982d0-ea49-4629-86c6-56804302b17c",,"ms-Exch-ESE-Param-Replay-Checkpoint-Depth-Max",
,,"6d09837e-0f8c-45a5-bd48-7537ce9267eb",,"ms-Exch-ESE-Param-Replay-Pre-Read-IO-Max",
,,"92abc93e-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Start-Flush-Threshold",
,,"92c6031c-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Stop-Flush-Threshold",
,,"a086bbd2-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-System-Path",
,,"a0a5ba64-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Temp-Path",
,,"a0c71b50-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Wait-Log-Flush",
,,"a0e619e2-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-ESE-Param-Zero-Database-During-Backup",
,,"d0184432-77d2-4a14-9727-aeda8c386408",,"ms-Exch-EWS-Throttling-Policy-State",
,,"049748b4-ef65-40cf-8423-943512ce929b",,"ms-Exch-EWS-Throttling-Policy-State-Ex",
,,"5150729b-dfd0-4f84-aa9e-5d1adc335976",,"ms-Exch-Edge-Sync-Adam-Ldap-Port",
,,"bb262b78-4564-43b2-96f1-378828f71a14",,"ms-Exch-Edge-Sync-Adam-SSL-Port",
,,"bf1136aa-d1b4-4a5b-94ef-668307188222",,"ms-Exch-Edge-Sync-Advanced-Configuration",
,,"6fca465b-dbcf-44de-a80f-adcabd3c83ad",,"ms-Exch-Edge-Sync-Config-Flags",
,,"f0017a2e-8f31-4be5-88c9-6925f6ccfe96",,"ms-Exch-Edge-Sync-Configuration-Sync-Interval",
,,"9aa495d2-c938-4fdd-8e22-1acc552d3f6b",,"ms-Exch-Edge-Sync-Connector",
,,"7b89daf6-9ca8-42ae-8267-89a5bf694809",,"ms-Exch-Edge-Sync-Connector-Version",
,,"ad12c718-8a19-4f44-ab96-5fe22fa7ba5b",,"ms-Exch-Edge-Sync-Cookie-Valid-Duration",
,,"1515c22e-60b8-4ca6-9e3c-cdf0e6d53e20",,"ms-Exch-Edge-Sync-Cookies",
,,"b71519a3-1465-4b55-bdfb-e144bf7a7682",,"ms-Exch-Edge-Sync-Credential",
,,"d553bd6d-3ff2-4a01-ade8-59751bc719ca",,"ms-Exch-Edge-Sync-EHF-Backup-Lease-Location",
,,"f5b6201a-7a35-4522-b9f0-8790b1595478",,"ms-Exch-Edge-Sync-EHF-Connector",
,,"4b701b0a-c09e-4123-94ee-4a5ed6362825",,"ms-Exch-Edge-Sync-EHF-Flags",
,,"3d812197-bca3-4562-8103-3b2ba14dccaa",,"ms-Exch-Edge-Sync-EHF-Password",
,,"e7c11609-ce7f-4f4e-b1f9-20f2aaa79d0d",,"ms-Exch-Edge-Sync-EHF-Primary-Lease-Location",
,,"bb780335-ff6e-4b73-8439-98aca7ebc4ac",,"ms-Exch-Edge-Sync-EHF-Provisioning-URL",
,,"93e1db20-8bf7-4726-9316-3d82601c4946",,"ms-Exch-Edge-Sync-EHF-Reseller-ID",
,,"5b364030-5c11-4053-9031-9318cd4cf4fa",,"ms-Exch-Edge-Sync-EHF-User-Name",
,,"c3a4c8fc-8f65-408b-9864-bb0d674011e6",,"ms-Exch-Edge-Sync-Failover-DC-Interval",
,,"061d0240-2ac1-46c9-8252-66e52281f892",,"ms-Exch-Edge-Sync-Lease",
,,"6b707d34-cdd3-49f9-8fe8-71340f7ce26d",,"ms-Exch-Edge-Sync-Lock-Duration",
,,"73ec8731-0344-4c49-94d1-5be8e001daf8",,"ms-Exch-Edge-Sync-Lock-Renewal-Duration",
,,"edeee318-eb28-44f8-93f6-97dae7f51f03",,"ms-Exch-Edge-Sync-Log-Enabled",
,,"1f906df0-9f66-4f99-b7db-ceb562380d02",,"ms-Exch-Edge-Sync-Log-Level",
,,"7bf93980-6f2c-488b-b376-6f0107792f07",,"ms-Exch-Edge-Sync-Log-Max-Age",
,,"2cc4b84b-cc2c-45c6-8162-2e7dcdb7155c",,"ms-Exch-Edge-Sync-Log-Max-Directory-Size",
,,"a417284e-20d4-4149-9cc1-d74d0e5be339",,"ms-Exch-Edge-Sync-Log-Max-File-Size",
,,"3da7d68e-cb5e-4539-8137-702ab1d7feaf",,"ms-Exch-Edge-Sync-Log-Path",
,,"e09f3d19-94cc-484e-8d4f-5786a0a79b23",,"ms-Exch-Edge-Sync-Mserv-Backup-Lease-Location",
,,"6bfbb991-f11b-4a9f-b85e-6402e33f5390",,"ms-Exch-Edge-Sync-Mserv-Connector",
,,"76149f84-e1ce-407f-a407-06000088cf3a",,"ms-Exch-Edge-Sync-Mserv-Local-Certificate",
,,"81c2b410-eace-4499-b331-dbd7f9b65a8c",,"ms-Exch-Edge-Sync-Mserv-Primary-Lease-Location",
,,"8fd5ab3b-efab-490d-8be9-5a584e8069f2",,"ms-Exch-Edge-Sync-Mserv-Provision-Url",
,,"f026cf09-31cb-469a-bf69-d3dea918b1d9",,"ms-Exch-Edge-Sync-Mserv-Remote-Certificate",
,,"34e2dd5b-df06-4e85-bb7a-7211b15efea5",,"ms-Exch-Edge-Sync-Mserv-Setting-Url",
,,"0604233e-1d05-4e38-b4b7-df3dce7a9b2a",,"ms-Exch-Edge-Sync-Option-Duration",
,,"d48e9fc8-e1ed-4c74-b269-99c6f577e23d",,"ms-Exch-Edge-Sync-Provider-Assembly-Path",
,,"465c8db3-2c1f-43cf-9865-28c57d7cc3e6",,"ms-Exch-Edge-Sync-Recipient-Sync-Interval",
,,"6cd210f5-99be-4880-b41e-2ed4ffb85efb",,"ms-Exch-Edge-Sync-Retry-Count",
,,"190e1bba-7bf3-4f6d-a93b-3a7f375c23d9",,"ms-Exch-Edge-Sync-Service-Config",
,,"eb476f59-8a60-4367-b3e7-f2bed757966d",,"ms-Exch-Edge-Sync-Source-Guid",
,,"050f9910-3408-493e-96e1-cdc47ef18384",,"ms-Exch-Edge-Sync-Status",
,,"74cd6ce3-6d16-497f-8c0f-303427fdb6e8",,"ms-Exch-Edge-Sync-Synchronization-Provider",
,,"a8df73f1-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Enable-Compatibility",
,,"9a56980f-283c-4f86-8395-23011350600c",,"ms-Exch-Enable-Internal-Evaluator",
,,"6acd2d67-7046-4958-8bd7-71cebc68b8a7",,"ms-Exch-Enable-Moderation",
,,"a8df73f3-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Enabled-Authorization-Packages",
,,"a8df73f4-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Enabled-Protocol-Cfg",
,,"f0f8ff8c-1191-11d0-a060-00aa006c33ed",,"ms-Exch-Enabled-Protocols",
,,"a8df73f5-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Encapsulation-Method",
,,"3a633f17-5194-11d3-aa77-00c04f8eedd8",,"ms-Exch-Encode-SMTP-Relay",
,,"a8df73f6-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Encrypt",
,,"a8df73f7-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Encrypt-Alg-List-NA",
,,"a8df73f8-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Encrypt-Alg-List-Other",
,,"a8df73f9-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Encrypt-Alg-Selected-NA",
,,"a8df73fa-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Encrypt-Alg-Selected-Other",
,,"5dc055fc-5c3f-4a6f-a34a-4dbcb68e2ad0",,"ms-Exch-Encrypted-Anonymous-Password",
,,"08c63250-0df6-405d-8907-0312dd1aa145",,"ms-Exch-Encrypted-Password",
,,"dcbc61e9-9279-44d1-b494-25562659db75",,"ms-Exch-Encrypted-Password-2",
,,"5a499bcd-56cb-4896-b7bf-365c75da7f2d",,"ms-Exch-Encrypted-TLS-P12",
,,"cdde1c9e-d38a-458e-83d0-2e5ec8e379ab",,"ms-Exch-Encrypted-Transport-Service-KPK",
,,"a8df74b1-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Encryption-Cfg",
,,"eaeb8f95-23e0-45dd-aeef-566ac84836ab",,"ms-Exch-Encryption-Required",
,,"282c4828-8b51-4d87-a443-47e24d931d3d",,"ms-Exch-Encryption-Throttling-Policy-State-Ex",
,,"fdbe62ec-92c8-4a58-bbc1-247779ce9ee7",,"ms-Exch-Encryption-Virtual-Directory",
,,"027e6f41-6161-431d-9830-22de0e8e1393",,"ms-Exch-Event-History-Retention-Period",
,,"597938b8-3a64-46d4-9bc1-17d3ed113f26",,"ms-Exch-EvictedMembers-Link",
,,"db9efbc3-6e46-4c7d-910a-49f919861c8a",,"ms-Exch-EvictedMemebers-BL",
,,"f3631031-d0bf-40f3-8119-5bcffef0329c",,"ms-Exch-Ews-Application-Access-Policy",
,,"32c1e94c-a8fe-4af5-ad74-9b311e407482",,"ms-Exch-Ews-Enabled",
,,"ff76464a-788e-45cb-bc42-b0fd557d7e6d",,"ms-Exch-Ews-Exceptions",
,,"8578b3b3-846b-4738-8908-4c9f6c4bd981",,"ms-Exch-Ews-Well-Known-Application-Policies",
,,"a8df74b2-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Exchange-Admin-Service",
,,"f689cfc2-b7a2-4297-908f-38b4ec1290a4",,"ms-Exch-Exchange-Assistance",
,,"55a72340-e3f9-4f42-8f40-584b66bf7063",,"ms-Exch-Exchange-Help-App-Online",
,,"90c10e46-529c-415b-8deb-ac37fad10757",,"ms-Exch-Exchange-RPC-Service-Array-BL",
,,"e74615fc-fa9b-40e5-ad9f-ef8c2fc26600",,"ms-Exch-Exchange-RPC-Service-Array-Link",
,,"01a9aa9c-a981-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Exchange-Server",
,,"a1051874-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Exchange-Server-Link",
,,"e497942f-1d42-11d3-aa5e-00c04f8eedd8",,"ms-Exch-Exchange-Server-Policy",
,,"58b55fb8-ce43-4987-b313-bf94abd81db3",,"ms-Exch-Exchange-Server-Recipient",
