PermissionAPI,PermissionName,AdminConsent,ConsentRisk,ConsentDisplayName,ConsentDescription,AdminConsentDisplayName,AdminConsentDescription,DelegatedPermissionId,ApplicationConsentDisplayName,ApplicationConsentDescription,ApplicationPermissionId
"Microsoft Graph","CrossTenantUserProfileSharing.ReadWrite.All",true,,"Read any shared cross-tenant user profiles and export or delete data","Allows the application to list and query any shared user profile information associated with the current tenant on your behalf.  It also permits the application to export and remove external user data (e.g. customer content or system-generated logs), for any user associated with the current tenant on your behalf.","Read all shared cross-tenant user profiles and export or delete their data","Allows the application to list and query any shared user profile information associated with the current tenant on behalf of the signed-in user.  It also permits the application to export and remove external user data (e.g. customer content or system-generated logs), for any user associated with the current tenant on behalf of the signed-in user.","64dfa325-cbf8-48e3-938d-51224a0cac01","Read all shared cross-tenant user profiles and export or delete their data","Allows the application to list and query any shared user profile information associated with the current tenant without a signed-in user.  It also permits the application to export and remove external user data (e.g. customer content or system-generated logs), for any user associated with the current tenant without a signed-in user.","306785c5-c09b-4ba0-a4ee-023f3da165cb"
"Microsoft Graph","CustomSecAttributeAssignment.Read.All",true,,"Read custom security attribute assignments","Allows the app to read custom security attribute assignments for all principals in the tenant on your behalf.","Read custom security attribute assignments","Allows the app to read custom security attribute assignments for all principals in the tenant on behalf of a signed in user.","b46ffa80-fe3d-4822-9a1a-c200932d54d0","Read custom security attribute assignments","Allows the app to read custom security attribute assignments for all principals in the tenant without a signed in user.","3b37c5a4-1226-493d-bec3-5d6c6b866f3f"
"Microsoft Graph","CustomSecAttributeAssignment.ReadWrite.All",true,,"Read and write custom security attribute assignments","Allows the app to read and write custom security attribute assignments for all principals in the tenant on your behalf.","Read and write custom security attribute assignments","Allows the app to read and write custom security attribute assignments for all principals in the tenant on behalf of a signed in user.","ca46335e-8453-47cd-a001-8459884efeae","Read and write custom security attribute assignments","Allows the app to read and write custom security attribute assignments for all principals in the tenant without a signed in user.","de89b5e4-5b8f-48eb-8925-29c2b33bd8bd"
"Microsoft Graph","CustomSecAttributeDefinition.Read.All",true,,"Read custom security attribute definitions","Allows the app to read custom security attribute definitions for the tenant on your behalf.","Read custom security attribute definitions","Allows the app to read custom security attribute definitions for the tenant on behalf of a signed in user.","ce026878-a0ff-4745-a728-d4fedd086c07","Read custom security attribute definitions","Allows the app to read custom security attribute definitions for the tenant without a signed in user.","b185aa14-d8d2-42c1-a685-0f5596613624"
"Microsoft Graph","CustomSecAttributeDefinition.ReadWrite.All",true,,"Read and write custom security attribute definitions","Allows the app to read and write custom security attribute definitions for the tenant on your behalf.","Read and write custom security attribute definitions","Allows the app to read and write custom security attribute definitions for the tenant on behalf of a signed in user.","8b0160d4-5743-482b-bb27-efc0a485ca4a","Read and write custom security attribute definitions","Allows the app to read and write custom security attribute definitions for the tenant without a signed in user.","12338004-21f4-4896-bf5e-b75dfaf1016d"
"Microsoft Graph","DelegatedAdminRelationship.Read.All",true,,"Read Delegated Admin relationships with customers","Allows the app to read details of Delegated Admin relationships with customers like access details (that includes roles) and the duration as well as specific role assignments to security groups on your behalf.","Read Delegated Admin relationships with customers","Allows the app to read details of delegated admin relationships with customers like access details (that includes roles) and the duration as well as specific role assignments to security groups on behalf of the signed-in user.","0c0064ea-477b-4130-82a5-4c2cc4ff68aa","Read Delegated Admin relationships with customers","Allows the app to read details of delegated admin relationships with customers like access details (that includes roles) and the duration as well as specific role assignments to security groups without a signed-in user.","f6e9e124-4586-492f-adc0-c6f96e4823fd"
"Microsoft Graph","DelegatedAdminRelationship.ReadWrite.All",true,,"Manage Delegated Admin relationships with customers","Allows the app to manage (create-update-terminate) Delegated Admin relationships with customers and role assignments to security groups for active Delegated Admin relationships on your behalf.","Manage Delegated Admin relationships with customers","Allows the app to manage (create-update-terminate) Delegated Admin relationships with customers as well as role assignments to security groups for active Delegated Admin relationships on behalf of the signed-in user.","885f682f-a990-4bad-a642-36736a74b0c7","Manage Delegated Admin relationships with customers","Allows the app to manage (create-update-terminate) Delegated Admin relationships with customers and role assignments to security groups for active Delegated Admin relationships without a signed-in user.","cc13eba4-8cd8-44c6-b4d4-f93237adce58"
"Microsoft Graph","DelegatedPermissionGrant.ReadWrite.All",true,,"Manage all delegated permission grants","Allows the app to manage permission grants for delegated permissions exposed by any API (including Microsoft Graph), on your behalf. ","Manage all delegated permission grants","Allows the app to manage permission grants for delegated permissions exposed by any API (including Microsoft Graph), on behalf of the signed in user.","41ce6ca6-6826-4807-84f1-1c82854f7ee5","Manage all delegated permission grants","Allows the app to manage permission grants for delegated permissions exposed by any API (including Microsoft Graph), without a signed-in user.","8e8e4742-1d95-4f68-9d56-6ee75648c72a"
"Microsoft Graph","Device.Command",false,,"Communicate with your other devices","Allows the app to launch another app or communicate with another app on a device that you own.","Communicate with user devices","Allows the app to launch another app or communicate with another app on a user's device on behalf of the signed-in user.","bac3b9c2-b516-4ef4-bd3b-c2ef73d8d804",,,
"Microsoft Graph","Device.Read",false,,"View your list of devices","Allows the app to see your list of devices.","Read user devices","Allows the app to read a user's list of devices on behalf of the signed-in user.","11d4cd79-5ba5-460f-803f-e22c8ab85ccd",,,
"Microsoft Graph","Device.Read.All",true,,"Read all devices","Allows the app to read devices' configuration information on your behalf.","Read all devices","Allows the app to read your organization's devices' configuration information on behalf of the signed-in user.","951183d1-1a61-466f-a6d1-1fde911bfd95","Read all devices","Allows the app to read your organization's devices' configuration information without a signed-in user.","7438b122-aefc-4978-80ed-43db9fcc7715"
"Microsoft Graph","Device.ReadWrite.All",,,,,,,,"Read and write devices","Allows the app to read and write all device properties without a signed in user.  Does not allow device creation, device deletion or update of device alternative security identifiers.","1138cb37-bd11-4084-a2b7-9f71582aeddb"
"Microsoft Graph","DeviceManagementApps.Read.All",true,,"Read Microsoft Intune apps","Allows the app to read the properties, group assignments and status of apps, app configurations and app protection policies managed by Microsoft Intune.","Read Microsoft Intune apps","Allows the app to read the properties, group assignments and status of apps, app configurations and app protection policies managed by Microsoft Intune.","4edf5f54-4666-44af-9de9-0144fb4b6e8c","Read Microsoft Intune apps","Allows the app to read the properties, group assignments and status of apps, app configurations and app protection policies managed by Microsoft Intune, without a signed-in user.","7a6ee1e7-141e-4cec-ae74-d9db155731ff"
"Microsoft Graph","DeviceManagementApps.ReadWrite.All",true,,"Read and write Microsoft Intune apps","Allows the app to read and write the properties, group assignments and status of apps, app configurations and app protection policies managed by Microsoft Intune.","Read and write Microsoft Intune apps","Allows the app to read and write the properties, group assignments and status of apps, app configurations and app protection policies managed by Microsoft Intune.","7b3f05d5-f68c-4b8d-8c59-a2ecd12f24af","Read and write Microsoft Intune apps","Allows the app to read and write the properties, group assignments and status of apps, app configurations and app protection policies managed by Microsoft Intune, without a signed-in user.","78145de6-330d-4800-a6ce-494ff2d33d07"
"Microsoft Graph","DeviceManagementConfiguration.Read.All",true,,"Read Microsoft Intune Device Configuration and Policies","Allows the app to read properties of Microsoft Intune-managed device configuration and device compliance policies and their assignment to groups.","Read Microsoft Intune Device Configuration and Policies","Allows the app to read properties of Microsoft Intune-managed device configuration and device compliance policies and their assignment to groups.","f1493658-876a-4c87-8fa7-edb559b3476a","Read Microsoft Intune device configuration and policies","Allows the app to read properties of Microsoft Intune-managed device configuration and device compliance policies and their assignment to groups, without a signed-in user.","dc377aa6-52d8-4e23-b271-2a7ae04cedf3"
